gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000044912,Syt16,synaptotagmin XVI,NCBIGene:238266,
ENSMUSG00000100192,Gm29587,predicted gene 29587,,
ENSMUSG00000029878,Dbpht2,DNA binding protein with his-thr domain,NCBIGene:386753,
ENSMUSG00000113031,Gm34552,"predicted gene, 34552",,
ENSMUSG00000079061,Gm11042,predicted gene 11042,,no expression
ENSMUSG00000113845,Gm39473,"predicted gene, 39473",,
ENSMUSG00000113974,4930442G10Rik,RIKEN cDNA 4930442G10 gene,,
ENSMUSG00000034402,Kcnh5,"potassium voltage-gated channel, subfamily H (eag-related), member 5",NCBIGene:238271,
ENSMUSG00000046768,Rhoj,ras homolog family member J,NCBIGene:80837,
ENSMUSG00000048982,Gphb5,glycoprotein hormone beta 5,NCBIGene:217674,
ENSMUSG00000021051,Ppp2r5e,"protein phosphatase 2, regulatory subunit B', epsilon",NCBIGene:26932,
ENSMUSG00000112459,Gm47689,"predicted gene, 47689",,
ENSMUSG00000045690,Wdr89,WD repeat domain 89,NCBIGene:72338,
ENSMUSG00000118552,AC124742.1,"ribosomal protein, large P2 (Rplp2), retrogene",,no expression
ENSMUSG00000021054,Sgpp1,sphingosine-1-phosphate phosphatase 1,NCBIGene:81535,
ENSMUSG00000063450,Syne2,"spectrin repeat containing, nuclear envelope 2",NCBIGene:319565,
ENSMUSG00000021055,Esr2,estrogen receptor 2 (beta),NCBIGene:13983,
ENSMUSG00000021056,Tex21,testis expressed gene 21,NCBIGene:80384,
ENSMUSG00000112274,Gm47525,"predicted gene, 47525",,
ENSMUSG00000021048,Mthfd1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase",NCBIGene:108156,
ENSMUSG00000112784,Gm34868,"predicted gene, 34868",,
ENSMUSG00000021057,Akap5,A kinase (PRKA) anchor protein 5,NCBIGene:238276,
ENSMUSG00000056459,Zbtb25,zinc finger and BTB domain containing 25,NCBIGene:109929,
ENSMUSG00000033454,Zbtb1,zinc finger and BTB domain containing 1,NCBIGene:268564,
ENSMUSG00000097323,4930426I24Rik,RIKEN cDNA 4930426I24 gene,,
ENSMUSG00000059970,Hspa2,heat shock protein 2,NCBIGene:15512,
ENSMUSG00000052221,Ppp1r36,"protein phosphatase 1, regulatory subunit 36",NCBIGene:210762,
ENSMUSG00000073000,Gm10451,predicted gene 10451,NCBIGene:100041694,
ENSMUSG00000052609,Plekhg3,"pleckstrin homology domain containing, family G (with RhoGef domain) member 3",NCBIGene:263406,
ENSMUSG00000112388,AI463170,expressed sequence AI463170,NCBIGene:100504549,
ENSMUSG00000021061,Sptb,"spectrin beta, erythrocytic",NCBIGene:20741,
ENSMUSG00000090258,Churc1,churchill domain containing 1,NCBIGene:211151,
ENSMUSG00000033373,Fntb,"farnesyltransferase, CAAX box, beta",NCBIGene:110606,
ENSMUSG00000042808,Gpx2,glutathione peroxidase 2,NCBIGene:14776,
ENSMUSG00000021062,Rab15,"RAB15, member RAS oncogene family",NCBIGene:104886,
ENSMUSG00000059436,Max,Max protein,NCBIGene:17187,
ENSMUSG00000112857,Gm35041,"predicted gene, 35041",,
ENSMUSG00000112030,Gm35189,"predicted gene, 35189",,
ENSMUSG00000112150,9530018F02Rik,RIKEN cDNA 9530018F02 gene,,
ENSMUSG00000021065,Fut8,fucosyltransferase 8,NCBIGene:53618,
ENSMUSG00000112392,Gm35240,"predicted gene, 35240",,
ENSMUSG00000111903,4930458K08Rik,RIKEN cDNA 4930458K08 gene,,
ENSMUSG00000099418,Gm6657,predicted gene 6657,NCBIGene:626215,
ENSMUSG00000112302,Gm48226,"predicted gene, 48226",,
ENSMUSG00000047454,Gphn,gephyrin,NCBIGene:268566,
ENSMUSG00000056987,Fam71d,"family with sequence similarity 71, member D",NCBIGene:70897,
ENSMUSG00000021112,Mpp5,"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)",NCBIGene:56217,
ENSMUSG00000021114,Atp6v1d,"ATPase, H+ transporting, lysosomal V1 subunit D",NCBIGene:73834,
ENSMUSG00000021116,Eif2s1,"eukaryotic translation initiation factor 2, subunit 1 alpha",NCBIGene:13665,
ENSMUSG00000021118,Plek2,pleckstrin 2,NCBIGene:27260,
ENSMUSG00000046157,Tmem229b,transmembrane protein 229B,NCBIGene:268567,
ENSMUSG00000060716,Plekhh1,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 1",NCBIGene:211945,
ENSMUSG00000021120,Pigh,"phosphatidylinositol glycan anchor biosynthesis, class H",NCBIGene:110417,
ENSMUSG00000112489,9230116L04Rik,RIKEN cDNA 9230116L04 gene,NCBIGene:321017,
ENSMUSG00000021125,Arg2,arginase type II,NCBIGene:11847,
ENSMUSG00000111929,Gm48780,"predicted gene, 48780",,
ENSMUSG00000021124,Vti1b,vesicle transport through interaction with t-SNAREs 1B,NCBIGene:53612,
ENSMUSG00000066441,Rdh11,retinol dehydrogenase 11,NCBIGene:17252,
ENSMUSG00000021123,Rdh12,retinol dehydrogenase 12,NCBIGene:77974,
ENSMUSG00000066440,Zfyve26,"zinc finger, FYVE domain containing 26",NCBIGene:211978,
ENSMUSG00000059060,Rad51b,RAD51 paralog B,NCBIGene:19363,
ENSMUSG00000112765,9430078K24Rik,RIKEN cDNA 9430078K24 gene,NCBIGene:77290,
ENSMUSG00000111933,Gm36660,"predicted gene, 36660",,
ENSMUSG00000112386,Gm47752,"predicted gene, 47752",,
ENSMUSG00000021127,Zfp36l1,"zinc finger protein 36, C3H type-like 1",NCBIGene:12192,
ENSMUSG00000112545,1300014J16Rik,RIKEN cDNA 1300014J16 gene,,
ENSMUSG00000097729,2310015A10Rik,RIKEN cDNA 2310015A10 gene,,
ENSMUSG00000015143,Actn1,"actinin, alpha 1",NCBIGene:109711,
ENSMUSG00000112830,Gm47765,"predicted gene, 47765",,
ENSMUSG00000112852,Gm47767,"predicted gene, 47767",,
ENSMUSG00000112336,Gm47766,"predicted gene, 47766",,
ENSMUSG00000049106,Dcaf5,DDB1 and CUL4 associated factor 5,NCBIGene:320808,
ENSMUSG00000112285,Gm50278,"predicted gene, 50278",NCBIGene:100217447,
ENSMUSG00000112278,Gm30025,"predicted gene, 30025",,
ENSMUSG00000032705,Exd2,exonuclease 3'-5' domain containing 2,NCBIGene:97827,
ENSMUSG00000112701,2310002D06Rik,RIKEN cDNA 2310002D06 gene,NCBIGene:69522,
ENSMUSG00000097801,Gm26777,"predicted gene, 26777",,
ENSMUSG00000021130,Galnt16,polypeptide N-acetylgalactosaminyltransferase 16,NCBIGene:108760,
ENSMUSG00000112421,4933406B15Rik,RIKEN cDNA 4933406B15 gene,,
ENSMUSG00000021131,Erh,ERH mRNA splicing and mitosis factor,NCBIGene:13877,
ENSMUSG00000112288,Gm47879,"predicted gene, 47879",,
ENSMUSG00000048833,Slc39a9,"solute carrier family 39 (zinc transporter), member 9",NCBIGene:328133,
ENSMUSG00000044062,Plekhd1os,"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1, opposite strand",,
ENSMUSG00000066438,Plekhd1,"pleckstrin homology domain containing, family D (with coiled-coil domains) member 1",NCBIGene:217682,
ENSMUSG00000062961,Ccdc177,coiled-coil domain containing 177,NCBIGene:380768,
ENSMUSG00000097575,Gm26796,"predicted gene, 26796",,
ENSMUSG00000112093,Gm47941,"predicted gene, 47941",,
ENSMUSG00000021133,Susd6,sushi domain containing 6,NCBIGene:217684,
ENSMUSG00000101912,1700052I22Rik,RIKEN cDNA 1700052I22 gene,NCBIGene:67340,
ENSMUSG00000112880,Gm20337,"predicted gene, 20337",,
ENSMUSG00000021134,Srsf5,serine/arginine-rich splicing factor 5,NCBIGene:20384,
ENSMUSG00000021135,Slc10a1,"solute carrier family 10 (sodium/bile acid cotransporter family), member 1",NCBIGene:20493,
ENSMUSG00000021136,Smoc1,SPARC related  modular calcium binding 1,NCBIGene:64075,
ENSMUSG00000079055,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3",NCBIGene:110893,
ENSMUSG00000098128,Gm3693,predicted gene 3693,NCBIGene:100042143,
ENSMUSG00000091803,Cox16,cytochrome c oxidase assembly protein 16,NCBIGene:66272,
ENSMUSG00000072974,Gm4787,predicted gene 4787,NCBIGene:214321,
ENSMUSG00000072972,Adam4,a disintegrin and metallopeptidase domain 4,NCBIGene:11498,
ENSMUSG00000099478,Gm28370,predicted gene 28370,,
ENSMUSG00000090935,Synj2bp,synaptojanin 2 binding protein,NCBIGene:24071,
ENSMUSG00000091587,Gm17191,predicted gene 17191,,
ENSMUSG00000091947,6530401F13Rik,RIKEN cDNA 6530401F13 gene,,
ENSMUSG00000008438,Adam21,a disintegrin and metallopeptidase domain 21,NCBIGene:56622,
ENSMUSG00000002679,Med6,mediator complex subunit 6,NCBIGene:69792,
ENSMUSG00000090244,Gm16572,predicted gene 16572,,
ENSMUSG00000042734,Ttc9,tetratricopeptide repeat domain 9,NCBIGene:69480,
ENSMUSG00000113184,Gm49654,"predicted gene, 49654",,
ENSMUSG00000042724,Map3k9,mitogen-activated protein kinase kinase kinase 9,NCBIGene:338372,
ENSMUSG00000113303,4930423D22Rik,RIKEN cDNA 4930423D22 gene,,
ENSMUSG00000113950,Gm47080,"predicted gene, 47080",,
ENSMUSG00000021140,Pcnx,pecanex homolog,NCBIGene:54604,
ENSMUSG00000113622,Gm49749,"predicted gene, 49749",,no expression
ENSMUSG00000113746,Gm48242,"predicted gene, 48242",,
ENSMUSG00000042700,Sipa1l1,signal-induced proliferation-associated 1 like 1,NCBIGene:217692,
ENSMUSG00000021219,Rgs6,regulator of G-protein signaling 6,NCBIGene:50779,
ENSMUSG00000100890,1700085C21Rik,RIKEN cDNA 1700085C21 gene,NCBIGene:74283,
ENSMUSG00000102029,Gm29530,predicted gene 29530,,
ENSMUSG00000021221,Dpf3,"D4, zinc and double PHD fingers, family 3",NCBIGene:70127,
ENSMUSG00000021222,Dcaf4,DDB1 and CUL4 associated factor 4,NCBIGene:73828,
ENSMUSG00000042628,Zfyve1,"zinc finger, FYVE domain containing 1",NCBIGene:217695,
ENSMUSG00000010608,Rbm25,RNA binding motif protein 25,NCBIGene:67039,
ENSMUSG00000099708,Gm29361,predicted gene 29361,,
ENSMUSG00000019969,Psen1,presenilin 1,NCBIGene:19164,
ENSMUSG00000114050,Gm47666,"predicted gene, 47666",,
ENSMUSG00000021223,Papln,"papilin, proteoglycan-like sulfated glycoprotein",NCBIGene:170721,
ENSMUSG00000021224,Numb,NUMB endocytic adaptor protein,NCBIGene:18222,
ENSMUSG00000114150,Gm46367,"predicted gene, 46367",,
ENSMUSG00000096953,Gm26571,"predicted gene, 26571",,
ENSMUSG00000046791,Riox1,ribosomal oxygenase 1,NCBIGene:71952,
ENSMUSG00000090843,Heatr4,HEAT repeat containing 4,NCBIGene:101055670,
ENSMUSG00000021226,Acot2,acyl-CoA thioesterase 2,NCBIGene:171210,
ENSMUSG00000072949,Acot1,acyl-CoA thioesterase 1,NCBIGene:26897,
ENSMUSG00000052392,Acot4,acyl-CoA thioesterase 4,NCBIGene:171282,
ENSMUSG00000097762,4732463B04Rik,RIKEN cDNA 4732463B04 gene,,
ENSMUSG00000021228,Acot3,acyl-CoA thioesterase 3,NCBIGene:171281,
ENSMUSG00000042540,Acot5,acyl-CoA thioesterase 5,NCBIGene:217698,
ENSMUSG00000043487,Acot6,acyl-CoA thioesterase 6,NCBIGene:217700,
ENSMUSG00000042523,Dnal1,"dynein, axonemal, light chain 1",NCBIGene:105000,
ENSMUSG00000054383,Pnma1,paraneoplastic antigen MA1,NCBIGene:70481,
ENSMUSG00000042507,Elmsan1,ELM2 and Myb/SANT-like domain containing 1,NCBIGene:238317,
ENSMUSG00000113052,Gm31513,"predicted gene, 31513",,
ENSMUSG00000113094,Gm47447,"predicted gene, 47447",,
ENSMUSG00000072946,Ptgr2,prostaglandin reductase 2,NCBIGene:77219,
ENSMUSG00000113529,Gm47484,"predicted gene, 47484",,
ENSMUSG00000042472,Zfp410,zinc finger protein 410,NCBIGene:52708,
ENSMUSG00000021234,Fam161b,"family with sequence similarity 161, member B",NCBIGene:217705,
ENSMUSG00000021235,Coq6,coenzyme Q6 monooxygenase,NCBIGene:217707,
ENSMUSG00000021236,Entpd5,ectonucleoside triphosphate diphosphohydrolase 5,NCBIGene:12499,
ENSMUSG00000057265,Bbof1,basal body orientation factor 1,NCBIGene:72873,
ENSMUSG00000098134,Rnf113a2,ring finger protein 113A2,NCBIGene:66381,
ENSMUSG00000021238,Aldh6a1,"aldehyde dehydrogenase family 6, subfamily A1",NCBIGene:104776,
ENSMUSG00000085793,Lin52,lin-52 homolog (C. elegans),NCBIGene:217708,
ENSMUSG00000021239,Vsx2,visual system homeobox 2,NCBIGene:12677,
ENSMUSG00000021240,Abcd4,"ATP-binding cassette, sub-family D (ALD), member 4",NCBIGene:19300,
ENSMUSG00000071235,Vrtn,vertebrae development associated,NCBIGene:432677,
ENSMUSG00000071234,Syndig1l,synapse differentiation inducing 1 like,NCBIGene:627191,
ENSMUSG00000113317,Gm48573,"predicted gene, 48573",,
ENSMUSG00000021242,Npc2,NPC intracellular cholesterol transporter 2,NCBIGene:67963,
ENSMUSG00000021241,Isca2,iron-sulfur cluster assembly 2,NCBIGene:74316,
ENSMUSG00000002020,Ltbp2,latent transforming growth factor beta binding protein 2,NCBIGene:16997,
ENSMUSG00000092130,D030025P21Rik,RIKEN cDNA D030025P21 gene,NCBIGene:100303738,
ENSMUSG00000113079,Gm48709,"predicted gene, 48709",,
ENSMUSG00000092006,Gm17139,predicted gene 17139,,
ENSMUSG00000042350,Arel1,apoptosis resistant E3 ubiquitin protein ligase 1,NCBIGene:68497,
ENSMUSG00000079645,Gm17193,predicted gene 17193,,
ENSMUSG00000021243,Fcf1,FCF1 rRNA processing protein,NCBIGene:73736,
ENSMUSG00000021244,Ylpm1,YLP motif containing 1,NCBIGene:56531,
ENSMUSG00000093629,Prox2os,prospero homeobox 2 opposite strand,,
ENSMUSG00000042320,Prox2,prospero homeobox 2,NCBIGene:73422,
ENSMUSG00000004789,Dlst,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),NCBIGene:78920,
ENSMUSG00000019235,Rps6kl1,ribosomal protein S6 kinase-like 1,NCBIGene:238323,
ENSMUSG00000004791,Pgf,placental growth factor,NCBIGene:18654,
ENSMUSG00000004788,Eif2b2,"eukaryotic translation initiation factor 2B, subunit 2 beta",NCBIGene:217715,
ENSMUSG00000021245,Mlh3,mutL homolog 3,NCBIGene:217716,
ENSMUSG00000008822,Acyp1,"acylphosphatase 1, erythrocyte (common) type",NCBIGene:66204,
ENSMUSG00000045064,Zc2hc1c,"zinc finger, C2HC-type containing 1C",NCBIGene:72350,
ENSMUSG00000034290,Nek9,NIMA (never in mitosis gene a)-related expressed kinase 9,NCBIGene:217718,
ENSMUSG00000021248,Tmed10,transmembrane p24 trafficking protein 10,NCBIGene:68581,
ENSMUSG00000113488,Gm47819,"predicted gene, 47819",,
ENSMUSG00000113940,Gm40477,"predicted gene, 40477",,
ENSMUSG00000021250,Fos,FBJ osteosarcoma oncogene,NCBIGene:14281,
ENSMUSG00000114163,Gm32296,"predicted gene, 32296",,
ENSMUSG00000113165,Gm47863,"predicted gene, 47863",,
ENSMUSG00000034271,Jdp2,Jun dimerization protein 2,NCBIGene:81703,
ENSMUSG00000034266,Batf,"basic leucine zipper transcription factor, ATF-like",NCBIGene:53314,
ENSMUSG00000034258,Flvcr2,feline leukemia virus subgroup C cellular receptor 2,NCBIGene:217721,
ENSMUSG00000021252,Erg28,ergosterol biosynthesis 28,NCBIGene:58520,
ENSMUSG00000012609,Ttll5,"tubulin tyrosine ligase-like family, member 5",NCBIGene:320244,
ENSMUSG00000097902,Gm26531,"predicted gene, 26531",,
ENSMUSG00000021253,Tgfb3,"transforming growth factor, beta 3",NCBIGene:21809,
ENSMUSG00000114051,Gm48008,"predicted gene, 48008",,
ENSMUSG00000007867,Ift43,intraflagellar transport 43,NCBIGene:76411,
ENSMUSG00000097543,Gm805,predicted gene 805,NCBIGene:328136,
ENSMUSG00000021254,Gpatch2l,G patch domain containing 2 like,NCBIGene:70373,
ENSMUSG00000097488,4732487G21Rik,RIKEN cDNA 4732487G21 gene,,
ENSMUSG00000021255,Esrrb,"estrogen related receptor, beta",NCBIGene:26380,
ENSMUSG00000021256,Vash1,vasohibin 1,NCBIGene:238328,
ENSMUSG00000021257,Angel1,angel homolog 1,NCBIGene:68737,
ENSMUSG00000059114,Lrrc74a,leucine rich repeat containing 74A,NCBIGene:627607,
ENSMUSG00000034168,Irf2bpl,interferon regulatory factor 2 binding protein-like,NCBIGene:238330,
ENSMUSG00000034157,Cipc,"CLOCK interacting protein, circadian",NCBIGene:217732,
ENSMUSG00000048483,Zdhhc22,"zinc finger, DHHC-type containing 22",NCBIGene:238331,
ENSMUSG00000034145,Tmem63c,transmembrane protein 63c,NCBIGene:217733,
ENSMUSG00000021032,Ngb,neuroglobin,NCBIGene:64242,
ENSMUSG00000034126,Pomt2,protein-O-mannosyltransferase 2,NCBIGene:217734,
ENSMUSG00000021033,Gstz1,glutathione transferase zeta 1 (maleylacetoacetate isomerase),NCBIGene:14874,
ENSMUSG00000113918,Gm6566,predicted gene 6566,NCBIGene:625237,
ENSMUSG00000034111,Tmed8,transmembrane p24 trafficking protein 8,NCBIGene:382620,
ENSMUSG00000090812,Samd15,sterile alpha motif domain containing 15,NCBIGene:238333,
ENSMUSG00000072919,Noxred1,NADP+ dependent oxidoreductase domain containing 1,NCBIGene:71275,
ENSMUSG00000021038,Vipas39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",NCBIGene:104799,
ENSMUSG00000021037,Ahsa1,"AHA1, activator of heat shock protein ATPase 1",NCBIGene:217737,
ENSMUSG00000050671,Ism2,isthmin 2,NCBIGene:217738,
ENSMUSG00000021036,Sptlc2,"serine palmitoyltransferase, long chain base subunit 2",NCBIGene:20773,
ENSMUSG00000079036,Alkbh1,"alkB homolog 1, histone H2A dioxygenase",,
ENSMUSG00000100306,Gm29362,predicted gene 29362,,
ENSMUSG00000021040,Slirp,SRA stem-loop interacting RNA binding protein,NCBIGene:380773,
ENSMUSG00000021039,Snw1,SNW domain containing 1,NCBIGene:66354,
ENSMUSG00000113805,Gm5788,predicted pseudogene 5788,,
ENSMUSG00000079034,Gm8300,predicted gene 8300,NCBIGene:666806,
ENSMUSG00000096576,Oog1,oogenesin 1,NCBIGene:193322,
ENSMUSG00000092019,Gm4027,predicted gene 4027,NCBIGene:100042776,
ENSMUSG00000113489,Gm16381,predicted gene 16381,NCBIGene:100042786,
ENSMUSG00000095724,Gm21319,"predicted gene, 21319",NCBIGene:100861908,
ENSMUSG00000113201,Gm21936,"predicted gene, 21936",,
ENSMUSG00000079031,BB287469,expressed sequence BB287469,NCBIGene:544881,
ENSMUSG00000113951,Gm2001,predicted gene 2001,NCBIGene:100038992,
ENSMUSG00000072905,Gm2016,predicted gene 2016,NCBIGene:100039042,
ENSMUSG00000113971,Gm2022,predicted pseudogene 2022,NCBIGene:100039052,
ENSMUSG00000096619,Gm2035,predicted pseudogene 2035,NCBIGene:100039076,
ENSMUSG00000096276,Gm2042,predicted gene 2042,NCBIGene:100039087,
ENSMUSG00000096049,Gm2075,predicted gene 2075,NCBIGene:100039162,no expression
ENSMUSG00000096803,Gm6803,predicted gene 6803,NCBIGene:627873,
ENSMUSG00000095717,Gm2056,predicted gene 2056,,
ENSMUSG00000114075,Gm16368,predicted pseudogene 16368,,
ENSMUSG00000066027,Gm10436,predicted gene 10436,NCBIGene:100039315,
ENSMUSG00000095799,Gm8332,predicted pseudogene 8332,NCBIGene:666862,no expression
ENSMUSG00000079029,Gm5662,predicted gene 5662,NCBIGene:435337,
ENSMUSG00000093847,Gm5039,predicted gene 5039,,
ENSMUSG00000021044,Adck1,aarF domain containing kinase 1,NCBIGene:72113,
ENSMUSG00000113434,3200001D21Rik,RIKEN cDNA 3200001D21 gene,NCBIGene:71818,
ENSMUSG00000113087,4930473H19Rik,RIKEN cDNA 4930473H19 gene,NCBIGene:74926,
ENSMUSG00000113538,Gm48665,"predicted gene, 48665",,
ENSMUSG00000114001,Gm48664,"predicted gene, 48664",,
ENSMUSG00000113997,1700040E09Rik,RIKEN cDNA 1700040E09 gene,,
ENSMUSG00000066392,Nrxn3,neurexin III,NCBIGene:18191,
ENSMUSG00000113884,Gm2270,predicted gene 2270,,
ENSMUSG00000113539,Gm47684,"predicted gene, 47684",,
ENSMUSG00000113001,Gm40538,"predicted gene, 40538",NCBIGene:105245024,
ENSMUSG00000007682,Dio2,"deiodinase, iodothyronine, type II",NCBIGene:13371,
ENSMUSG00000097157,Gm26512,"predicted gene, 26512",,
ENSMUSG00000097071,4930544I03Rik,RIKEN cDNA 4930544I03 gene,,
ENSMUSG00000113747,1700105G05Rik,RIKEN cDNA 1700105G05 gene,,
ENSMUSG00000061533,Cep128,centrosomal protein 128,NCBIGene:75216,
ENSMUSG00000085004,5430427M07Rik,RIKEN cDNA 5430427M07 gene,NCBIGene:71349,
ENSMUSG00000020963,Tshr,thyroid stimulating hormone receptor,NCBIGene:22095,
ENSMUSG00000020962,Gtf2a1,"general transcription factor II A, 1",NCBIGene:83602,
ENSMUSG00000113943,Gm47804,"predicted gene, 47804",,
ENSMUSG00000020961,Ston2,stonin 2,NCBIGene:108800,
ENSMUSG00000090722,Gm8378,predicted gene 8378,,
ENSMUSG00000086689,Gm16876,"predicted gene, 16876",,
ENSMUSG00000020964,Sel1l,sel-1 suppressor of lin-12-like (C. elegans),NCBIGene:20338,
ENSMUSG00000113236,Gm40548,"predicted gene, 40548",,
ENSMUSG00000113164,4930559C10Rik,RIKEN cDNA 4930559C10 gene,NCBIGene:75295,
ENSMUSG00000047414,Flrt2,fibronectin leucine rich transmembrane protein 2,NCBIGene:399558,
ENSMUSG00000112040,Gm47396,"predicted gene, 47396",,
ENSMUSG00000112635,Gm47397,"predicted gene, 47397",,
ENSMUSG00000112598,Gm40552,"predicted gene, 40552",,
ENSMUSG00000112524,Gm35274,"predicted gene, 35274",NCBIGene:102638796,
ENSMUSG00000111885,Gm35326,"predicted gene, 35326",,
ENSMUSG00000112812,Gm47415,"predicted gene, 47415",NCBIGene:102638980,
ENSMUSG00000021003,Galc,galactosylceramidase,NCBIGene:14420,
ENSMUSG00000112860,Gm47439,"predicted gene, 47439",,
ENSMUSG00000021886,Gpr65,G-protein coupled receptor 65,NCBIGene:14744,
ENSMUSG00000112510,Gm47566,"predicted gene, 47566",,
ENSMUSG00000033854,Kcnk10,"potassium channel, subfamily K, member 10",NCBIGene:72258,
ENSMUSG00000113613,Gm40893,"predicted gene, 40893",NCBIGene:105245437,
ENSMUSG00000021007,Spata7,spermatogenesis associated 7,NCBIGene:104871,
ENSMUSG00000021009,Ptpn21,"protein tyrosine phosphatase, non-receptor type 21",NCBIGene:24000,
ENSMUSG00000021012,Zc3h14,zinc finger CCCH type containing 14,NCBIGene:75553,
ENSMUSG00000051166,Eml5,echinoderm microtubule associated protein like 5,NCBIGene:319670,
ENSMUSG00000021013,Ttc8,tetratricopeptide repeat domain 8,NCBIGene:76260,
ENSMUSG00000114021,Gm47109,"predicted gene, 47109",,
ENSMUSG00000114089,Gm47116,"predicted gene, 47116",,
ENSMUSG00000113210,4930474N09Rik,RIKEN cDNA 4930474N09 gene,NCBIGene:67639,
ENSMUSG00000033713,Foxn3,forkhead box N3,NCBIGene:71375,
ENSMUSG00000093465,Gm20682,predicted gene 20682,,
ENSMUSG00000033731,3300002A11Rik,RIKEN cDNA 3300002A11 gene,,
ENSMUSG00000097917,Gm26839,"predicted gene, 26839",NCBIGene:102639404,
ENSMUSG00000113138,Gm47177,"predicted gene, 47177",,
ENSMUSG00000100211,1700064M15Rik,RIKEN cDNA 1700064M15 gene,NCBIGene:73457,
ENSMUSG00000113136,Gm19951,"predicted gene, 19951",NCBIGene:105245440,
ENSMUSG00000021176,Efcab11,EF-hand calcium binding domain 11,NCBIGene:78767,
ENSMUSG00000113147,Gm47207,"predicted gene, 47207",,
ENSMUSG00000021177,Tdp1,tyrosyl-DNA phosphodiesterase 1,NCBIGene:104884,
ENSMUSG00000045404,Kcnk13,"potassium channel, subfamily K, member 13",NCBIGene:217826,
ENSMUSG00000113268,4930477G07Rik,RIKEN cDNA 4930477G07 gene,,
ENSMUSG00000021178,Psmc1,"protease (prosome, macropain) 26S subunit, ATPase 1",NCBIGene:19179,
ENSMUSG00000021179,Nrde2,"nrde-2 necessary for RNA interference, domain containing",NCBIGene:217827,
ENSMUSG00000072884,Gm10433,predicted gene 10433,NCBIGene:100038378,
ENSMUSG00000001175,Calm1,calmodulin 1,NCBIGene:12313,
ENSMUSG00000113362,Gm40557,"predicted gene, 40557",NCBIGene:105245048,
ENSMUSG00000113679,Gm10432,predicted gene 10432,NCBIGene:100038713,
ENSMUSG00000033530,Ttc7b,tetratricopeptide repeat domain 7B,NCBIGene:104718,
